DATASET_SIMPLEBAR
SEPARATOR COMMA
DATASET_LABEL,FPKM
COLOR,#ff0000
DATA
182,2.30472
16,3.5703370000000003
4,2.30472
28,3.5703370000000003
109,55.81949000000001
21,3.83977
118,56.36102
117,57.96631000000001
20,3.5703370000000003
12,3.5703370000000003
175,13.75406
180,2.30472
18,3.5703370000000003
178,2.30472
2,2.30472
30,3.5703370000000003
169,20.54137
15,3.83977
10,3.5703370000000003
11,17.00844
1,2.30472
9,8.102967
181,2.30472
14,3.83977
187,2.30472
44,3.5703370000000003
110,55.81949000000001
25,3.83977
19,3.5703370000000003
24,3.5703370000000003
170,20.54137
26,3.83977
27,3.83977
22,3.83977
5,11.2652
29,3.5703370000000003
43,3.5703370000000003
108,55.81949000000001
17,3.5703370000000003
177,2.30472
13,3.5703370000000003
176,2.30472
23,3.83977
179,2.30472
3,2.30472
