DATASET_SIMPLEBAR
SEPARATOR COMMA
DATASET_LABEL,FPKM
COLOR,#ff0000
DATA
16,1.04165
30,1.04165
29,1.04165
180,16.4237
110,2.380315
13,1.04165
20,1.04165
43,1.04165
109,2.380315
27,0.0
108,2.380315
25,0.0
21,0.0
175,17.937365
44,1.04165
182,16.4237
14,0.0
15,0.0
22,0.0
177,16.4237
179,16.4237
176,16.4237
24,1.04165
28,1.04165
117,3.4281550000000003
11,0.0
2,16.4237
26,0.0
5,38.05624
23,0.0
178,16.4237
10,1.04165
118,2.380315
19,1.04165
169,0.459339
1,16.4237
187,16.4237
12,1.04165
170,0.459339
9,1.8450280000000001
18,1.04165
181,16.4237
17,1.04165
3,16.4237
4,16.4237
